0.0 0.05 0.0 0.0 0.0 3331.806224 1.0
1e-06 0.05 0.0 0.0 0.0 3331.806224 2.0
1e-05 0.05 0.0 0.0 0.0 3331.806224 3.0
0.0001 0.05 0.0 0.0 0.0 3331.806224 4.0
0.001 0.05 0.0 0.0 0.0 3331.806224 5.0
0.01 0.05 0.0 0.0 0.0 3331.806224 6.0
0.1 0.05 0.0 0.0 0.0 3331.806224 7.0
1.0 0.05 0.0 0.0 0.0 3331.806224 8.0
1.1 0.05 0.0 0.0 0.0 3331.806224 9.0
1.2 0.05 0.0 0.0 0.0 3331.806224 10.0
1.3 0.05 0.0 0.0 0.0 3331.806224 11.0
1.4 0.05 0.0 0.0 0.0 3331.806224 12.0
1.5 0.05 0.0 0.0 0.0 3331.806224 13.0
1.6 0.05 0.0 0.0 0.0 3331.806224 14.0
1.7 0.05 0.0 0.0 0.0 3331.806224 15.0
1.8 0.05 0.0 0.0 0.0 3331.806224 16.0
1.9 0.05 0.0 0.0 0.0 3331.806224 17.0
1.95 0.05 0.0 0.0 0.0 3331.806224 18.0
1.975 0.05 0.0 0.0 0.0 3331.806224 19.0
1.9875 0.05 0.0 0.0 0.0 3331.806224 20.0
2.0 0.05 0.0 0.0 0.0 3331.806224 21.0
2.1 0.05 0.0 0.0 0.0 3331.806224 22.0
2.2 0.05 0.0 0.0 0.0 3331.806224 23.0
2.3 0.05 0.0 0.0 0.0 3331.806224 24.0
